id;user_id;product_id;is_anonymous;content;rating;created_at;updated_at
00000000-0000-0000-0000-000000000528;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000318;FALSE;'Exceeded my expectations, will buy again.';5;'2024-04-24 10:15:00';'2024-04-24 10:15:00'
00000000-0000-0000-0000-000000000529;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000319;TRUE;'Terrible service, not worth the price.';1;'2024-04-24 10:30:00';'2024-04-24 10:30:00'
00000000-0000-0000-0000-000000000530;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000320;FALSE;'Quick delivery, product as described!';5;'2024-04-24 10:45:00';'2024-04-24 10:45:00'
00000000-0000-0000-0000-000000000531;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000302;FALSE;'Comfortable and stylish, love it!';5;'2024-04-24 11:00:00';'2024-04-24 11:00:00'
00000000-0000-0000-0000-000000000532;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000303;TRUE;'Very informative book, worth the price.';4;'2024-04-24 11:15:00';'2024-04-24 11:15:00'
00000000-0000-0000-0000-000000000533;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000304;FALSE;'Durable and reliable, great for gardening.';5;'2024-04-24 11:30:00';'2024-04-24 11:30:00'
00000000-0000-0000-0000-000000000534;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000305;TRUE;'Running shoes are lightweight, perfect!';5;'2024-04-24 11:45:00';'2024-04-24 11:45:00'
00000000-0000-0000-0000-000000000535;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000306;FALSE;'Great for family entertainment, fun game!';4;'2024-04-24 12:00:00';'2024-04-24 12:00:00'
00000000-0000-0000-0000-000000000536;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000307;TRUE;'Moisturizing and refreshing, my favorite shampoo!';5;'2024-04-24 12:15:00';'2024-04-24 12:15:00'
00000000-0000-0000-0000-000000000537;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000308;FALSE;'Reliable battery, powers my car perfectly.';4;'2024-04-24 12:30:00';'2024-04-24 12:30:00'
00000000-0000-0000-0000-000000000538;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000309;TRUE;'Very effective supplement, keeps me healthy!';5;'2024-04-24 12:45:00';'2024-04-24 12:45:00'
00000000-0000-0000-0000-000000000539;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000310;FALSE;'Perfect breakfast cereal, balanced and nutritious.';5;'2024-04-24 13:00:00';'2024-04-24 13:00:00'
00000000-0000-0000-0000-000000000540;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000311;TRUE;'Top-notch laptop, fantastic performance!';5;'2024-04-24 13:15:00';'2024-04-24 13:15:00'
00000000-0000-0000-0000-000000000541;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000303;TRUE;'Very informative, comprehensive programming guide!';5;'2024-04-24 13:30:00';'2024-04-24 13:30:00'
00000000-0000-0000-0000-000000000542;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000304;FALSE;'Durable and flexible, the best garden hose!';5;'2024-04-24 13:45:00';'2024-04-24 13:45:00'
00000000-0000-0000-0000-000000000543;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000305;TRUE;'Lightweight and comfortable, fantastic running shoes!';5;'2024-04-24 14:00:00';'2024-04-24 14:00:00'
00000000-0000-0000-0000-000000000544;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000306;FALSE;'Fun and engaging board game for families.';4;'2024-04-24 14:15:00';'2024-04-24 14:15:00'
00000000-0000-0000-0000-000000000545;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000307;TRUE;'Great shampoo, keeps my hair smooth and shiny!';5;'2024-04-24 14:30:00';'2024-04-24 14:30:00'
00000000-0000-0000-0000-000000000546;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000308;FALSE;'High-quality car battery, works perfectly!';4;'2024-04-24 14:45:00';'2024-04-24 14:45:00'
00000000-0000-0000-0000-000000000547;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000309;TRUE;'Great supplement, keeps my vitamin levels up!';5;'2024-04-24 15:00:00';'2024-04-24 15:00:00'
00000000-0000-0000-0000-000000000548;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000310;FALSE;'Nutritious and tasty cereal for my breakfast!';4;'2024-04-24 15:15:00';'2024-04-24 15:15:00'
00000000-0000-0000-0000-000000000549;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000311;TRUE;'Best laptop for work and gaming, highly recommended!';5;'2024-04-24 15:30:00';'2024-04-24 15:30:00'
00000000-0000-0000-0000-000000000550;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000312;FALSE;'Stylish dress, perfect for all occasions!';5;'2024-04-24 15:45:00';'2024-04-24 15:45:00'
00000000-0000-0000-0000-000000000551;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000313;TRUE;'A wonderful e-book reader with a large display.';5;'2024-04-24 16:00:00';'2024-04-24 16:00:00'
00000000-0000-0000-0000-000000000552;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000314;FALSE;'Very effective electric lawn mower for gardening.';5;'2024-04-24 16:15:00';'2024-04-24 16:15:00'
00000000-0000-0000-0000-000000000553;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000315;TRUE;'A useful and accurate fitness tracker for workouts.';4;'2024-04-24 16:30:00';'2024-04-24 16:30:00'
00000000-0000-0000-0000-000000000554;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000316;FALSE;'Fun and challenging puzzle game for mental exercise.';3;'2024-04-24 16:45:00';'2024-04-24 16:45:00'
00000000-0000-0000-0000-000000000555;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000317;TRUE;'Great conditioner, keeps my hair soft and smooth!';5;'2024-04-24 17:00:00';'2024-04-24 17:00:00'
00000000-0000-0000-0000-000000000556;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000318;FALSE;'Excellent car wax for a shiny finish!';5;'2024-04-24 17:15:00';'2024-04-24 17:15:00'
00000000-0000-0000-0000-000000000557;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000319;TRUE;'Very effective protein powder for muscle growth!';4;'2024-04-24 17:30:00';'2024-04-24 17:30:00'
00000000-0000-0000-0000-000000000558;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000320;FALSE;'Refreshing organic juice, tastes great!';5;'2024-04-24 17:45:00';'2024-04-24 17:45:00'
00000000-0000-0000-0000-000000000559;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000301;TRUE;'This smartphone is incredible, great features!';5;'2024-04-24 18:00:00';'2024-04-24 18:00:00'
00000000-0000-0000-0000-000000000560;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000302;FALSE;'Comfortable and versatile men’s t-shirt.';4;'2024-04-24 18:15:00';'2024-04-24 18:15:00'
00000000-0000-0000-0000-000000000561;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000304;FALSE;'Durable and flexible, the best garden hose!';5;'2024-04-24 18:30:00';'2024-04-24 18:30:00'
00000000-0000-0000-0000-000000000562;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000305;TRUE;'Lightweight and comfortable, fantastic running shoes!';5;'2024-04-24 18:45:00';'2024-04-24 18:45:00'
00000000-0000-0000-0000-000000000563;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000306;FALSE;'Fun and engaging board game for families.';4;'2024-04-24 19:00:00';'2024-04-24 19:00:00'
00000000-0000-0000-0000-000000000564;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000307;TRUE;'Great shampoo, keeps my hair smooth and shiny!';5;'2024-04-24 19:15:00';'2024-04-24 19:15:00'
00000000-0000-0000-0000-000000000565;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000308;FALSE;'High-quality car battery, works perfectly!';4;'2024-04-24 19:30:00';'2024-04-24 19:30:00'
00000000-0000-0000-0000-000000000566;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000309;TRUE;'Great supplement, keeps my vitamin levels up!';5;'2024-04-24 19:45:00';'2024-04-24 19:45:00'
00000000-0000-0000-0000-000000000567;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000310;FALSE;'Nutritious and tasty cereal for my breakfast!';4;'2024-04-24 20:00:00';'2024-04-24 20:00:00'
00000000-0000-0000-0000-000000000568;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000311;TRUE;'Best laptop for work and gaming, highly recommended!';5;'2024-04-24 20:15:00';'2024-04-24 20:15:00'
00000000-0000-0000-0000-000000000569;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000312;FALSE;'Stylish dress, perfect for all occasions!';5;'2024-04-24 20:30:00';'2024-04-24 20:30:00'
00000000-0000-0000-0000-000000000570;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000313;TRUE;'A wonderful e-book reader with a large display.';5;'2024-04-24 20:45:00';'2024-04-24 20:45:00'
00000000-0000-0000-0000-000000000571;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000314;FALSE;'Very effective electric lawn mower for gardening.';5;'2024-04-24 21:00:00';'2024-04-24 21:00:00'
00000000-0000-0000-0000-000000000572;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000315;TRUE;'A useful and accurate fitness tracker for workouts.';4;'2024-04-24 21:15:00';'2024-04-24 21:15:00'
00000000-0000-0000-0000-000000000573;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000316;FALSE;'Fun and challenging puzzle game for mental exercise.';3;'2024-04-24 21:30:00';'2024-04-24 21:30:00'
00000000-0000-0000-0000-000000000574;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000317;TRUE;'Great conditioner, keeps my hair soft and smooth!';5;'2024-04-24 21:45:00';'2024-04-24 21:45:00'
00000000-0000-0000-0000-000000000575;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000318;FALSE;'Excellent car wax for a shiny finish!';5;'2024-04-24 22:00:00';'2024-04-24 22:00:00'
00000000-0000-0000-0000-000000000576;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000319;TRUE;'Very effective protein powder for muscle growth!';4;'2024-04-24 22:15:00';'2024-04-24 22:15:00'
00000000-0000-0000-0000-000000000577;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000320;FALSE;'Refreshing organic juice, tastes great!';5;'2024-04-24 22:30:00';'2024-04-24 22:30:00'
00000000-0000-0000-0000-000000000578;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000301;TRUE;'This smartphone is incredible, great features!';5;'2024-04-24 22:45:00';'2024-04-24 22:45:00'
00000000-0000-0000-0000-000000000579;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000302;FALSE;'Comfortable and versatile men’s t-shirt.';4;'2024-04-24 23:00:00';'2024-04-24 23:00:00'
00000000-0000-0000-0000-000000000580;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000304;TRUE;'Flexible garden hose, perfect for my garden!';5;'2024-04-24 23:15:00';'2024-04-24 23:15:00'
00000000-0000-0000-0000-000000000581;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000302;FALSE;'Comfortable and well-fitting men’s t-shirt.';4;'2024-04-25 08:00:00';'2024-04-25 08:00:00'
00000000-0000-0000-0000-000000000582;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000301;TRUE;'This smartphone is perfect for work and play.';5;'2024-04-25 08:15:00';'2024-04-25 08:15:00'
00000000-0000-0000-0000-000000000583;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000303;FALSE;'Great book, very helpful for learning programming!';5;'2024-04-25 08:30:00';'2024-04-25 08:30:00'
00000000-0000-0000-0000-000000000584;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000304;TRUE;'Flexible and long-lasting, a great garden hose.';5;'2024-04-25 08:45:00';'2024-04-25 08:45:00'
00000000-0000-0000-0000-000000000585;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000305;FALSE;'Perfect fit and lightweight running shoes!';4;'2024-04-25 09:00:00';'2024-04-25 09:00:00'
00000000-0000-0000-0000-000000000586;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000306;TRUE;'Fun and engaging board game for all ages.';4;'2024-04-25 09:15:00';'2024-04-25 09:15:00'
00000000-0000-0000-0000-000000000587;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000307;FALSE;'Moisturizing shampoo, makes my hair shiny!';5;'2024-04-25 09:30:00';'2024-04-25 09:30:00'
00000000-0000-0000-0000-000000000588;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000308;TRUE;'Reliable and long-lasting car battery.';5;'2024-04-25 09:45:00';'2024-04-25 09:45:00'
00000000-0000-0000-0000-000000000589;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000309;FALSE;'Vitamin supplement, keeps my energy levels high!';5;'2024-04-25 10:00:00';'2024-04-25 10:00:00'
00000000-0000-0000-0000-000000000590;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000310;TRUE;'Healthy and tasty cereal, ideal for breakfast.';4;'2024-04-25 10:15:00';'2024-04-25 10:15:00'
00000000-0000-0000-0000-000000000591;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000311;FALSE;'Powerful and efficient laptop for multitasking!';5;'2024-04-25 10:30:00';'2024-04-25 10:30:00'
00000000-0000-0000-0000-000000000592;00000000-0000-0000-0000-000000000002;00000000-0000-0000-0000-000000000312;TRUE;'Beautiful dress, elegant and comfortable!';5;'2024-04-25 10:45:00';'2024-04-25 10:45:00'
00000000-0000-0000-0000-000000000593;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000313;FALSE;'E-book reader with great battery life and features.';4;'2024-04-25 11:00:00';'2024-04-25 11:00:00'
00000000-0000-0000-0000-000000000594;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000314;TRUE;'Electric lawn mower that makes gardening easy.';4;'2024-04-25 11:15:00';'2024-04-25 11:15:00'
00000000-0000-0000-0000-000000000595;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000315;FALSE;'Fitness tracker keeps me motivated to stay active!';5;'2024-04-25 11:30:00';'2024-04-25 11:30:00'
00000000-0000-0000-0000-000000000596;00000000-0000-0000-0000-000000000006;00000000-0000-0000-0000-000000000316;TRUE;'Challenging puzzle game, keeps my mind sharp!';4;'2024-04-25 11:45:00';'2024-04-25 11:45:00'
00000000-0000-0000-0000-000000000597;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000317;FALSE;'Smooth and nourishing conditioner, makes my hair soft!';5;'2024-04-25 12:00:00';'2024-04-25 12:00:00'
00000000-0000-0000-0000-000000000598;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000318;TRUE;'Easy-to-apply car wax for a glossy finish.';5;'2024-04-25 12:15:00';'2024-04-25 12:15:00'
00000000-0000-0000-0000-000000000599;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000319;FALSE;'High-quality protein powder for muscle growth.';5;'2024-04-25 12:30:00';'2024-04-25 12:30:00'
00000000-0000-0000-0000-000000000600;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000320;TRUE;'Organic juice with a refreshing flavor!';4;'2024-04-25 12:45:00';'2024-04-25 12:45:00'
